0.01	1.9977682974409e-05	0.998802957555555	0.402
0.02	0.0582168681477289	0.451163939352341	0.41
0.03	0.0888516483705453	0.341720623637401	0.426
0.04	0.109294024397262	0.28938909056985	0.442
0.05	0.123820734803898	0.257638545457658	0.458
0.06	0.134418129815085	0.235976792497644	0.47
0.07	0.142184593909827	0.22009062136463	0.482
0.08	0.147861566234063	0.207892884629653	0.49
0.09	0.151993665813439	0.198209186904196	0.498
0.1	0.154917052996653	0.190337216994424	0.502
0.11	0.156908391891753	0.183815972234066	0.51
0.12	0.158177343343497	0.178330368173903	0.514
0.13	0.158883385424202	0.173644848638319	0.518
0.14	0.159153106482814	0.169591260681397	0.522
0.15	0.159074414622941	0.166041144039739	0.526
0.16	0.158723666897283	0.162906770631247	0.526
0.17	0.158161976322949	0.160105246772575	0.53
0.18	0.157442990200108	0.157572443314157	0.534
0.19	0.156600237202363	0.155261642740502	0.534
0.2	0.155663984028218	0.153153436572557	0.538
0.21	0.154658466410747	0.151196154347219	0.542
0.22	0.153613314731535	0.149375881106208	0.542
0.23	0.152537073687717	0.147673939196643	0.546
0.24	0.151437751131935	0.146062676410591	0.546
0.25	0.150336571602353	0.144552160519369	0.55
0.26	0.149227080739783	0.143104718572608	0.554
0.27	0.148119106483879	0.141735526652805	0.554
0.28	0.147019780843291	0.14041473613001	0.558
0.29	0.14592894755935	0.139157569492431	0.558
0.3	0.144845664692752	0.137935766877471	0.562
0.31	0.143773878344246	0.136770612132655	0.562
0.32	0.142712769045991	0.135630716174156	0.562
0.33	0.141664538260481	0.134539763352176	0.566
0.34	0.140627980898062	0.133472236334681	0.566
0.35	0.139604179077588	0.13243891395658	0.57
0.36	0.138591599950836	0.131434493488568	0.57
0.37	0.137598968892084	0.130448069708179	0.574
0.38	0.136617781717455	0.129499672037495	0.574
0.39	0.135647510678369	0.128563373161005	0.574
0.4	0.134689692429828	0.127653681287972	0.578
0.41	0.133751385006457	0.126766108069777	0.578
0.42	0.132821518203562	0.125889364989329	0.578
0.43	0.131906191643287	0.125042080175238	0.582
0.44	0.131006857594422	0.124209075293659	0.582
0.45	0.13011413912828	0.123384072745009	0.582
0.46	0.129244249149406	0.122589837315737	0.586
0.47	0.128378536782282	0.121804745272007	0.586
0.48	0.127533639022143	0.121027413140287	0.586
0.49	0.126694049414565	0.120276503479669	0.59
0.5	0.125874510119651	0.119535829756896	0.59
0.51	0.125059529720089	0.11880221813444	0.59
0.52	0.124265515372254	0.118089044696479	0.594
0.53	0.123474793469548	0.117388335660899	0.594
0.54	0.122705040327954	0.116695188165469	0.594
0.55	0.12194095101511	0.116014317789702	0.598
0.56	0.121191021104226	0.11535175978929	0.598
0.57	0.120452744603818	0.114695395550037	0.598
0.58	0.119721523664317	0.114046120896064	0.598
0.59	0.119009321579922	0.113415451401431	0.602
0.6	0.118301753177253	0.112794456900302	0.602
0.61	0.11760706695388	0.112179322556515	0.602
0.62	0.116925249779461	0.111571271335503	0.606
0.63	0.116248426436664	0.110983597493856	0.606
0.64	0.115587818153249	0.110401448661012	0.606
0.65	0.114935355181279	0.1098248761443	0.606
0.66	0.11428886729478	0.109256130273395	0.61
0.67	0.113659432417042	0.108705154361725	0.61
0.68	0.113036488232336	0.108159458246364	0.61
0.69	0.112418839283842	0.107619084347024	0.61
0.7	0.111817843731382	0.107084784746039	0.61
0.71	0.111223717361878	0.106568162012132	0.614
0.72	0.110634844184644	0.106056766935426	0.614
0.73	0.110058975224885	0.10555045968155	0.614
0.74	0.10949278505135	0.105049949890716	0.614
0.75	0.108931806070649	0.104562167746906	0.618
0.76	0.108379540985765	0.104083102579148	0.618
0.77	0.10783953928823	0.10360890484801	0.618
0.78	0.107305464244392	0.103140244503939	0.618
0.79	0.106776552946284	0.102677968726133	0.622
0.8	0.106260787580569	0.102229386882297	0.622
0.81	0.105751817281353	0.101785463058588	0.622
0.82	0.105248675112009	0.101346830248313	0.622
0.83	0.104752026393342	0.100912739494083	0.622
0.84	0.104267892146197	0.100487534677797	0.626
0.85	0.103788716128308	0.100072150184268	0.626
0.86	0.103315217724763	0.0996618218204566	0.626
0.87	0.102849459350051	0.0992558277440811	0.626
0.88	0.102393962718539	0.0988541340686218	0.626
0.89	0.101943277305708	0.0984617998775352	0.63
0.9	0.101498086216239	0.0980781408755883	0.63
0.91	0.101060487878788	0.0976986179790123	0.63
0.92	0.100632323486182	0.0973231942594182	0.63
0.93	0.100208802235392	0.0969518748003825	0.63
0.94	0.0997905720954741	0.0965891353669059	0.634
0.95	0.0993786379954767	0.0962345398020103	0.634
0.96	0.0989764983361875	0.0958838520386744	0.634
0.97	0.0985802876249437	0.0955384225045933	0.634
0.98	0.0981866535659447	0.0951952238127521	0.634
0.99	0.097798721065623	0.0948583693433537	0.638
1	0.0974214551488322	0.0945312789790601	0.638
