x	y	err
0.000000000000000000e+00 1.411614328113945191e+02 1.798366125865648826e+02
1.010101010101010187e-02 1.416647878150823772e+02 1.795670436203317024e+02
2.020202020202020374e-02 1.422597569501308215e+02 1.793452126795347965e+02
3.030303030303030387e-02 1.427349489273230745e+02 1.789202029637143596e+02
4.040404040404040747e-02 1.440892113501414826e+02 1.778400480810637134e+02
5.050505050505051108e-02 1.451670749591764320e+02 1.770353478305489148e+02
6.060606060606060774e-02 1.466134816083576027e+02 1.761070343166230714e+02
7.070707070707071829e-02 1.488497006255728934e+02 1.746044923307062504e+02
8.080808080808081495e-02 1.510458504457834863e+02 1.731119790457522356e+02
9.090909090909091161e-02 1.545953625190527987e+02 1.708977408975808316e+02
1.010101010101010222e-01 1.597871602607136765e+02 1.680638013294246207e+02
1.111111111111111188e-01 1.635233543332292641e+02 1.662837690179225660e+02
1.212121212121212155e-01 1.686390396911663174e+02 1.580452823686635213e+02
1.313131313131313260e-01 1.727694854185727991e+02 1.569511415589269916e+02
1.414141414141414366e-01 1.623434235844183320e+02 1.585453885283571083e+02
1.515151515151515194e-01 1.624327592503549624e+02 1.544448838155716714e+02
1.616161616161616299e-01 1.657630040934581075e+02 1.513892019773958282e+02
1.717171717171717404e-01 1.691603161178191499e+02 1.480452532052691765e+02
1.818181818181818232e-01 1.730997261252915962e+02 1.450777365328135318e+02
1.919191919191919338e-01 1.793311149221490552e+02 1.408280094210805942e+02
2.020202020202020443e-01 1.856149495945246599e+02 1.388840203604304406e+02
2.121212121212121271e-01 1.922420345610177890e+02 1.382437364240081195e+02
2.222222222222222376e-01 2.010231533880717052e+02 1.381949803007992443e+02
2.323232323232323482e-01 2.088622874780704990e+02 1.335378453616696675e+02
2.424242424242424310e-01 2.214927744805422662e+02 1.302360199090095136e+02
2.525252525252525415e-01 2.344651732555937542e+02 1.303061802490230150e+02
2.626262626262626521e-01 2.483930603434940849e+02 1.362312477739199323e+02
2.727272727272727626e-01 2.565886195159880003e+02 1.330147003134433135e+02
2.828282828282828731e-01 2.722989880608378712e+02 1.419722017121155773e+02
