x	y	err
2.820816 0.466155 0.120861
4.836656 0.467690 0.118149
6.225959 0.469020 0.115439
7.469888 0.470349 0.112690
8.702316 0.471427 0.109908
9.982861 0.472502 0.107088
11.277726 0.473793 0.104216
12.543658 0.475029 0.101335
13.841628 0.476022 0.098494
15.111534 0.477104 0.095677
16.435075 0.478252 0.092910
17.678577 0.479373 0.090205
19.023274 0.480510 0.087597
20.317183 0.481810 0.085081
21.566698 0.483397 0.082647
22.859530 0.485028 0.080358
24.123559 0.486819 0.078209
25.403266 0.488806 0.076209
26.656554 0.490891 0.074386
27.916374 0.493041 0.072748
29.211415 0.495358 0.071282
30.481649 0.497779 0.070003
31.727108 0.500272 0.068907
32.995931 0.502922 0.067984
34.363717 0.505595 0.067227
35.610270 0.508308 0.066570
36.840089 0.511272 0.065968
38.095701 0.514299 0.065540
39.372268 0.517095 0.064989
40.645718 0.519872 0.064725
41.894373 0.522643 0.064627
43.165345 0.525319 0.064685
44.410263 0.527698 0.064767
45.670500 0.529961 0.064865
46.916165 0.531738 0.064964
48.168327 0.533483 0.065055
49.447545 0.535014 0.065165
50.671419 0.536570 0.065272
51.989952 0.537954 0.065337
53.250124 0.539137 0.065344
54.496009 0.540145 0.065325
55.696478 0.541224 0.065277
56.913395 0.542179 0.065175
58.178308 0.542845 0.065045
59.427438 0.543508 0.064842
60.684745 0.544249 0.064604
61.896055 0.544900 0.064333
63.127758 0.545724 0.063989
64.446636 0.546678 0.063594
65.655897 0.547511 0.063148
66.898220 0.548323 0.062685
68.149278 0.549312 0.062164
69.430572 0.550496 0.061587
70.674403 0.551818 0.060991
71.923855 0.553360 0.060374
73.161437 0.554965 0.059743
74.426610 0.556575 0.059118
75.636665 0.558390 0.058479
76.854426 0.560446 0.057817
78.092801 0.562506 0.057144
79.326257 0.564635 0.056470
80.577701 0.566853 0.055813
81.784505 0.569158 0.055150
83.009411 0.571441 0.054514
84.240423 0.573637 0.053913
85.519746 0.575957 0.053298
86.812395 0.578286 0.052687
88.051034 0.580619 0.052080
89.326457 0.583017 0.051466
90.590923 0.585501 0.050841
91.888762 0.587942 0.050233
93.148044 0.590312 0.049624
94.417462 0.592621 0.049014
95.718411 0.594709 0.048404
97.014352 0.596736 0.047790
98.249616 0.598641 0.047179
99.477769 0.600311 0.046586
100.719877 0.601828 0.046004
101.969106 0.603327 0.045403
103.184242 0.604671 0.044798
104.462512 0.605885 0.044201
105.721764 0.607046 0.043596
107.010555 0.608107 0.042988
108.285104 0.608939 0.042389
109.520336 0.609692 0.041780
110.739103 0.610294 0.041164
111.961987 0.610690 0.040546
113.252858 0.610862 0.039934
114.507579 0.610875 0.039334
115.751404 0.610761 0.038737
117.020388 0.610595 0.038142
118.260256 0.610299 0.037543
119.478730 0.609949 0.036943
120.731733 0.609512 0.036335
121.941261 0.608971 0.035741
123.163413 0.608367 0.035160
124.417393 0.607727 0.034582
125.694805 0.607087 0.034013
126.930835 0.606444 0.033447
128.248314 0.605770 0.032898
129.570550 0.605044 0.032366
130.893584 0.604367 0.031852
132.103422 0.603748 0.031357
133.279272 0.603157 0.030878
134.482505 0.602683 0.030425
135.674169 0.602303 0.029998
136.866940 0.601990 0.029595
138.076320 0.601739 0.029224
139.299568 0.601609 0.028887
140.486485 0.601643 0.028592
141.724317 0.601810 0.028327
142.984737 0.602109 0.028085
144.241300 0.602438 0.027870
145.422779 0.602849 0.027679
146.590515 0.603379 0.027520
147.769852 0.604007 0.027399
148.949190 0.604713 0.027317
150.142840 0.605511 0.027268
151.341760 0.606415 0.027256
152.556140 0.607391 0.027292
153.781055 0.608502 0.027352
154.968675 0.609757 0.027449
156.138665 0.611209 0.027592
157.315707 0.612906 0.027778
158.492413 0.614758 0.027992
159.711006 0.616755 0.028229
160.925980 0.618942 0.028493
162.197831 0.621340 0.028793
163.403441 0.623882 0.029118
164.591677 0.626589 0.029468
165.782468 0.629486 0.029829
166.960995 0.632569 0.030209
168.136011 0.635796 0.030610
169.318856 0.639209 0.031021
170.507683 0.642745 0.031441
171.705910 0.646446 0.031865
172.916290 0.650279 0.032290
174.092117 0.654210 0.032711
175.268001 0.658192 0.033126
176.477136 0.662175 0.033515
177.681697 0.666174 0.033881
178.917870 0.670185 0.034221
180.174493 0.674172 0.034535
181.378714 0.678154 0.034823
182.581426 0.682099 0.035078
183.781308 0.685928 0.035295
184.991849 0.689677 0.035472
186.204292 0.693317 0.035604
187.468801 0.696749 0.035701
188.675467 0.699981 0.035750
189.895756 0.702993 0.035750
191.121324 0.705702 0.035712
192.317035 0.708143 0.035630
193.516374 0.710343 0.035500
194.703341 0.712165 0.035324
195.878937 0.713681 0.035110
197.086926 0.714865 0.034869
198.287568 0.715670 0.034591
199.545517 0.716073 0.034284
200.807899 0.716093 0.033971
202.021671 0.715730 0.033636
203.202085 0.714999 0.033313
204.402634 0.713995 0.033012
205.630949 0.712684 0.032722
206.847522 0.711048 0.032459
208.066328 0.709164 0.032221
209.284743 0.707061 0.032012
210.473598 0.704707 0.031836
211.706181 0.702179 0.031690
212.909224 0.699533 0.031579
214.110008 0.696792 0.031516
215.283651 0.694039 0.031495
216.457389 0.691225 0.031507
217.678979 0.688368 0.031557
218.857351 0.685532 0.031654
220.043197 0.682748 0.031782
221.262349 0.680023 0.031930
222.459514 0.677372 0.032086
223.659299 0.674889 0.032257
224.852316 0.672590 0.032447
226.033291 0.670427 0.032640
227.273054 0.668431 0.032829
228.514950 0.666617 0.033009
229.715738 0.664949 0.033177
230.943302 0.663450 0.033328
232.128604 0.662149 0.033474
233.346358 0.661072 0.033612
234.559234 0.660160 0.033739
235.742699 0.659452 0.033858
236.916556 0.658938 0.033979
238.084077 0.658592 0.034103
239.265847 0.658374 0.034229
240.440665 0.658280 0.034357
241.641881 0.658317 0.034493
242.815053 0.658489 0.034621
243.981465 0.658772 0.034755
245.150574 0.659120 0.034906
246.355438 0.659487 0.035079
247.575582 0.659902 0.035267
248.770178 0.660368 0.035465
249.969832 0.660834 0.035685
251.148629 0.661276 0.035920
252.343964 0.661601 0.036181
253.581288 0.661819 0.036473
254.849922 0.661958 0.036789
256.140066 0.661993 0.037123
257.387198 0.661950 0.037465
258.600491 0.661895 0.037810
259.821873 0.661752 0.038164
261.008831 0.661500 0.038516
262.226192 0.661197 0.038881
263.435285 0.660853 0.039236
264.605736 0.660464 0.039583
265.800351 0.660032 0.039935
