x	y	err
493.846629 2.791163 0.329090
495.115700 2.807383 0.331027
496.402278 2.822446 0.332859
497.687004 2.836029 0.334535
498.970000 2.848087 0.336094
500.230614 2.858599 0.337486
501.500007 2.867867 0.338757
502.781364 2.875882 0.339906
504.090414 2.882583 0.340932
505.348177 2.888232 0.341886
506.562407 2.893298 0.342846
507.796635 2.898033 0.343790
509.047045 2.902310 0.344695
510.336085 2.906496 0.345666
511.612462 2.910827 0.346703
512.874914 2.915303 0.347793
514.141657 2.920490 0.349013
515.399605 2.926485 0.350347
516.668406 2.933466 0.351854
517.887346 2.941079 0.353514
519.111835 2.949470 0.355309
520.346509 2.958544 0.357234
521.556698 2.968232 0.359253
522.789443 2.978659 0.361366
524.054826 2.989754 0.363549
525.285585 3.001377 0.365798
526.556142 3.013442 0.368058
527.834473 3.025563 0.370263
529.099657 3.037714 0.372444
530.368645 3.049837 0.374576
531.635757 3.061368 0.376554
532.885909 3.072040 0.378361
534.129055 3.081737 0.379945
535.390965 3.090407 0.381293
536.637695 3.097912 0.382402
537.893109 3.104024 0.383223
539.133519 3.108444 0.383719
540.386036 3.111483 0.383902
541.646201 3.113124 0.383835
542.887764 3.113237 0.383490
544.134684 3.111734 0.382864
545.429626 3.108931 0.382011
546.728095 3.104848 0.380921
548.037568 3.099715 0.379671
549.308347 3.093554 0.378278
550.559577 3.086252 0.376721
551.802528 3.078216 0.375070
553.085320 3.069651 0.373355
554.347265 3.060710 0.371633
555.599529 3.051303 0.369873
556.893140 3.042161 0.368209
558.170250 3.033123 0.366633
559.392153 3.024248 0.365156
560.608825 3.015962 0.363849
561.846061 3.008306 0.362682
563.108495 3.001153 0.361703
564.382060 2.994675 0.360870
565.666812 2.988887 0.360224
566.937818 2.983806 0.359754
568.150400 2.979207 0.359414
569.362313 2.975002 0.359177
570.608151 2.971329 0.359079
571.882557 2.968383 0.359149
573.143102 2.965996 0.359341
574.418265 2.963971 0.359604
575.712351 2.962307 0.359986
576.948080 2.960748 0.360388
578.173499 2.959294 0.360822
579.397542 2.957841 0.361255
580.654866 2.956447 0.361651
581.926207 2.955215 0.362067
583.187591 2.953973 0.362468
584.462580 2.952685 0.362847
585.723663 2.951352 0.363180
586.951948 2.950055 0.363495
588.185906 2.948644 0.363751
589.460007 2.947153 0.363942
590.715859 2.945825 0.364129
591.979554 2.944589 0.364287
593.269039 2.943536 0.364421
594.519898 2.942816 0.364575
595.812268 2.942290 0.364708
597.056098 2.941936 0.364827
598.321465 2.941673 0.364918
599.532197 2.941604 0.365012
600.752964 2.942107 0.365150
602.022347 2.942976 0.365326
603.295619 2.944017 0.365502
604.605354 2.945023 0.365646
605.876635 2.946180 0.365797
607.128622 2.947738 0.365994
608.349965 2.949366 0.366181
609.572569 2.951226 0.366403
610.840459 2.953041 0.366604
612.090211 2.955077 0.366838
613.363252 2.957311 0.367087
